Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link,Wynagrodzenie_min,Wynagrodzenie_max,Waluta,Wynagrodzenie_avg
Front-end Developer (Prestashop),Sellision,2025-01-10,10000-12000pln,"['Fully remote', 'HTML5', 'CSS3', 'PrestaShop']",https://justjoin.it/job-offer/sellision-prestashop-front-end-developer-wroclaw,10000.0,12000.0,PLN,11000.0
SAP MDG Consultant,1dea,2025-01-10,25000-33600pln,"['Fully remote', 'SAP MDG']",https://justjoin.it/job-offer/1dea-sap-mdg-consultant-warszawa-other,25000.0,33600.0,PLN,29300.0
Functional Backend Tester,Link Group,2025-01-10,15120-17640pln,"['Testing', 'Agile']",https://justjoin.it/job-offer/link-group-functional-backend-tester-warszawa-testing,15120.0,17640.0,PLN,16380.0
Senior Frontend Developer,Team Connect,2025-01-10,26880-28560pln,"['Fully remote', 'CSS', 'English', 'TypeScript']",https://justjoin.it/job-offer/team-connect-senior-frontend-developer-warszawa-javascript,26880.0,28560.0,PLN,27720.0
SOC Operator,OChK,2025-01-10,6000-8000pln,"['Windows', 'Security', 'Unix']",https://justjoin.it/job-offer/ochk-soc-operator-warszawa-security-6b1ef099,6000.0,8000.0,PLN,7000.0
Senior Mobile App Developer,DAC.digital,2025-01-10,20700-23600pln,"['Fully remote', 'Angular', 'TypeScript', 'iOS']",https://justjoin.it/job-offer/dac-digital-senior-mobile-app-developer-gdansk-mobile,20700.0,23600.0,PLN,22150.0
Microsoft 365 Consultant,ITDS,2025-01-10,13650-14700pln,['Microsoft 365'],https://justjoin.it/job-offer/itds-microsoft-365-consultant-warszawa-other,13650.0,14700.0,PLN,14175.0
Full Stack Java Developer,PITAX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-10,17500-22500pln,"['Java 8+', 'Spring', 'JavaScript']",https://justjoin.it/job-offer/pitax-spolka-z-ograniczona-odpowiedzialnoscia-full-stack-java-developer-wroclaw-java,17500.0,22500.0,PLN,20000.0
Manual Tester,ITDS,2025-01-10,21000-31500pln,"['Fully remote', 'Manual Testing', 'Confluence', 'Jira']",https://justjoin.it/job-offer/itds-manual-tester-poland-remote--testing,21000.0,31500.0,PLN,26250.0
Full-Stack .NET Engineer,Hays Poland,2025-01-10,13000-28000pln,"['.Net', 'Angular']",https://justjoin.it/job-offer/hays-poland-full-stack-net-engineer-wroclaw-net,13000.0,28000.0,PLN,20500.0
QA Engineer,Antologic,2025-01-10,12000-15000pln,"['TEST SCENARIOS', 'Test Cases', 'Jira']",https://justjoin.it/job-offer/antologic-qa-engineer-wroclaw-testing,12000.0,15000.0,PLN,13500.0
Oddo Developer,ITDS,2025-01-10,12600-17850pln,"['Fully remote', 'Odoo', 'QWeb', 'JavaScript']",https://justjoin.it/job-offer/itds-oddo-developer-warszawa-python,12600.0,17850.0,PLN,15225.0
Java Developer,ITDS,2025-01-10,33600-46200pln,"['Spring Boot', 'Java', 'Prometheus']",https://justjoin.it/job-offer/itds-java-developer-netherlands-java,33600.0,46200.0,PLN,39900.0
AI Backend Engineer,DAC.digital,2025-01-10,30000-38000pln,"['Fully remote', 'Linux', 'Docker', 'AWS']",https://justjoin.it/job-offer/dac-digital-ai-backend-engineer-gdansk-ai,30000.0,38000.0,PLN,34000.0
Discovery Consultant,Zoovu,2025-01-10,9000-16000pln,"['Fully remote', 'JavaScript', 'CSS', 'HTML']",https://justjoin.it/job-offer/zoovu-discovery-consultant-wroclaw-javascript,9000.0,16000.0,PLN,12500.0
Microsoft Dynamics 365 Architect,ITDS,2025-01-10,20000-28000pln,"['.Net', 'English', 'Microsoft Dynamics']",https://justjoin.it/job-offer/itds-microsoft-dynamics-365-architect-krakow-architecture,20000.0,28000.0,PLN,24000.0
System Engineer,AVSystem,2025-01-13,18000-20000pln,"['English', 'Polish', 'Network Protocols']",https://justjoin.it/job-offer/avsystem-system-engineer-krakow-support,18000.0,20000.0,PLN,19000.0
System Analyst,AVSystem,2025-01-13,18000-20000pln,"['English', 'Polish', 'Network Protocols']",https://justjoin.it/job-offer/avsystem-system-analyst-krakow-support-af78fb6a,18000.0,20000.0,PLN,19000.0
System Analyst,AVSystem,2025-01-13,18000-20000pln,"['Polish', 'English', 'Network Protocols']",https://justjoin.it/job-offer/avsystem-system-analyst-krakow-analytics-17652b72,18000.0,20000.0,PLN,19000.0
Customer Success Expert,AVSystem,2025-01-13,15000-18000pln,"['English', 'Polish', 'IT Support']",https://justjoin.it/job-offer/avsystem-customer-success-expert-krakow-support,15000.0,18000.0,PLN,16500.0
First Line Support Engineer,AVSystem,2025-01-13,7000-9000pln,"['Polish', 'Linux', 'Networking protocols']",https://justjoin.it/job-offer/avsystem-first-line-support-engineer-krakow-support,7000.0,9000.0,PLN,8000.0
Senior Cloud Data Engineer (Azure and Databricks),Future Processing,2025-01-13,21000-33000pln,"['Fully remote', 'Azure', 'Apache Spark', 'Synapse']",https://justjoin.it/job-offer/future-processing-senior-cloud-data-engineer-azure-and-databricks--gliwice-data,21000.0,33000.0,PLN,27000.0
Senior Back-end Developer,Jit Team,2025-01-13,19000-25200pln,"['.Net Framework', 'REST', 'MS SQL Server']",https://justjoin.it/job-offer/jit-team-senior-back-end-developer-warszawa-net-c2c69f54,19000.0,25200.0,PLN,22100.0
Devops Engineer with Azure,Link Group,2025-01-13,15000-16500pln,"['Fully remote', 'Bash', 'Python', 'Cloud']",https://justjoin.it/job-offer/link-group-devops-engineer-with-azure-warszawa-devops-0ed75951,15000.0,16500.0,PLN,15750.0
IT Business and System Analyst,Primaris,2025-01-13,21840-25200pln,"['UML', 'BPMN', 'Insurance']",https://justjoin.it/job-offer/primaris-it-business-and-system-analyst-warszawa-analytics,21840.0,25200.0,PLN,23520.0
Administrator IT,ER Group,2025-01-13,11000-14000pln,"['SQL', 'Network Administration', 'LAN/WAN']",https://justjoin.it/job-offer/er-group-administrator-it-mielec-admin,11000.0,14000.0,PLN,12500.0
Manual Testing and Support Specialist,Primaris,2025-01-13,6720-8400pln,"['Fully remote', 'SQL', 'Jira', 'Postman']",https://justjoin.it/job-offer/primaris-manual-testing-and-support-specialist-warszawa-testing,6720.0,8400.0,PLN,7560.0
Senior Android Software Engineer,ZEN.COM,2025-01-13,23000-27000pln,"['Fully remote', 'Android SDK', 'Android Jetpack', 'Dagger 2']",https://justjoin.it/job-offer/zen-com-senior-android-software-engineer-warszawa-mobile,23000.0,27000.0,PLN,25000.0
Data Engineer (Snowflake & ODI),Holisticon Insight,2025-01-13,19000-25704pln,"['Fully remote', 'ETL', 'Snowflake', 'SQL']",https://justjoin.it/job-offer/holisticon-insight-data-engineer-snowflake-odi--wroclaw-data,19000.0,25704.0,PLN,22352.0
Product Owner,ITDS,2025-01-13,21000-25200pln,"['Agile', 'REST API', 'banking']",https://justjoin.it/job-offer/itds-product-owner-poznan-pm-edd5a0a5,21000.0,25200.0,PLN,23100.0
Technik Rozwiązań Przemysłowych,Connectis,2025-01-13,11500-16800pln,"['Microsoft Office', 'Scada', 'Visual Basic']",https://justjoin.it/job-offer/connectis-technik-rozwiazan-przemyslowych-mszczonow-admin,11500.0,16800.0,PLN,14150.0
Senior DevOps Engineer,Hays Poland,2025-01-13,25000-30000pln,"['English', 'Team Management', 'Docker']",https://justjoin.it/job-offer/hays-poland-senior-devops-engineer-warszawa-devops-fc5e505a,25000.0,30000.0,PLN,27500.0
Linux / Unix Administrator,Avenga,2025-01-13,20000-23500pln,"['Linux', 'Unix', 'Patch management']",https://justjoin.it/job-offer/avenga-linux-unix-administrator-warszawa-admin,20000.0,23500.0,PLN,21750.0
Administrator ERP (Comarch XL),ER Group,2025-01-13,14000-17000pln,"['Comarch ERP XL', 'SQL', 'ERP']",https://justjoin.it/job-offer/er-group-administrator-erp-comarch-xl--gdansk-erp-9696af25,14000.0,17000.0,PLN,15500.0
Senior Java Developer,SCALO,2025-01-13,21840-23519pln,"['Fully remote', 'Spring', 'Microservices', 'Java 8+']",https://justjoin.it/job-offer/scalo-senior-java-developer-krakow-security,21840.0,23519.0,PLN,22679.5
Senior Automation Tester/QA,SCALO,2025-01-13,21000-23500pln,"['Fully remote', 'JavaScript', 'Playwright', 'Cypress']",https://justjoin.it/job-offer/scalo-senior-automation-tester-qa-warszawa-testing,21000.0,23500.0,PLN,22250.0
Team Agile Coach,ITFS,2025-01-13,23500-25700pln,"['Fully remote', 'Power BI', 'Visio']",https://justjoin.it/job-offer/itfs-team-agile-coach-warszawa-other,23500.0,25700.0,PLN,24600.0
Test Automation Engineer,ITDS,2025-01-13,21000-24150pln,"['Oracle, PostgreSQL, MongoDB', 'Microservices architecture', 'Java']",https://justjoin.it/job-offer/itds-test-automation-engineer-krakow-java,21000.0,24150.0,PLN,22575.0
DevOps Engineer with Kubernetes [Ogłoszenie do 31.01],Jit Team,2025-01-13,19000-29400pln,"['Fully remote', 'Git', 'Azure DevOps', 'Azure']",https://justjoin.it/job-offer/jit-team-kubernetes-engineer-ogloszenie-do-31-01--gliwice-devops,19000.0,29400.0,PLN,24200.0
Data Engineer Lead,Affirm,2025-01-13,22750-32083pln,"['Fully remote', 'SQL', 'ETL', 'Snowflake']",https://justjoin.it/job-offer/affirm-analytics-lead-full-stack-accounting--warszawa-analytics,22750.0,32083.0,PLN,27416.5
QA Automation Test Engineer,Pretius,2025-01-13,25200-28560pln,"['Fully remote', 'API Testing']",https://justjoin.it/job-offer/pretius-qa-automation-test-engineer-warszawa-testing,25200.0,28560.0,PLN,26880.0
PHP Developer (Symfony / mid),tomHRM,2025-01-13,13000-15000pln,"['Fully remote', 'PHP', 'Symfony', 'API']",https://justjoin.it/job-offer/tomhrm-php-developer-symfony-mid--warszawa-php-3e0b7f02,13000.0,15000.0,PLN,14000.0
Build to Run Manager,emagine Polska,2025-01-13,28500-33600pln,"['English', 'French', 'ITIL']",https://justjoin.it/job-offer/emagine-polska-build-to-run-manager-warszawa-other,28500.0,33600.0,PLN,31050.0
Senior .NET Developer,emagine Polska,2025-01-13,26800-30200pln,"['Fully remote', 'C#', '.Net', 'Solid']",https://justjoin.it/job-offer/emagine-polska-senior-net-developer-warszawa-net,26800.0,30200.0,PLN,28500.0
Trener Online - Programowanie i Projektowanie Gier,Kodland,2025-01-13,3500-4500pln,"['Fully remote', 'C++', 'LUA', 'Roblox']",https://justjoin.it/job-offer/kodland-trener-online---programowanie-i-projektowanie-gier-katowice-html,3500.0,4500.0,PLN,4000.0
Trener Online - Programowanie i Projektowanie Gier,Kodland,2025-01-13,3500-4500pln,"['Fully remote', 'C++', 'LUA', 'Roblox']",https://justjoin.it/job-offer/kodland-trener-online---programowanie-i-projektowanie-gier-warsaw-game,3500.0,4500.0,PLN,4000.0
Senior SAP Basis Engineer,DEVTALENTS Sp. z o.o.,2025-01-13,25000-33000pln,"['SAP HANA', 'AWS', 'Windows']",https://justjoin.it/job-offer/devtalents-sp-z-o-o--senior-sap-basis-engineer-warszawa-erp,25000.0,33000.0,PLN,29000.0
Senior Python AI Engineer,DEVTALENTS Sp. z o.o.,2025-01-13,25000-32000pln,"['AI', 'Python', 'AWS']",https://justjoin.it/job-offer/devtalents-sp-z-o-o--senior-python-ai-engineer-warszawa-python,25000.0,32000.0,PLN,28500.0
Senior Machine Learning Engineer,DEVTALENTS Sp. z o.o.,2025-01-13,25000-32000pln,"['Python', 'Machine Learning', 'Airflow']",https://justjoin.it/job-offer/devtalents-sp-z-o-o--senior-machine-learning-engineer-warszawa-ai,25000.0,32000.0,PLN,28500.0
Golang Engineer,Acaisoft,2025-01-13,17000-22000pln,"['Fully remote', 'MongoDB', 'Golang', 'Apache Kafka']",https://justjoin.it/job-offer/acaisoft-golang-engineer-warszawa-go,17000.0,22000.0,PLN,19500.0
Hadoop Administrator,Kevin Edward,2025-01-13,15000-27000pln,"['Big Data', 'Hadoop', 'Spark']",https://justjoin.it/job-offer/kevin-edward-hadoop-administrator-warszawa-admin-3ef57d11,15000.0,27000.0,PLN,21000.0
Senior Software Engineer (Java),Kyriba,2025-01-13,20000-27000pln,"['Fully remote', 'Java', 'Spring', 'OOP']",https://justjoin.it/job-offer/kyriba-senior-software-engineer-java--warszawa-java,20000.0,27000.0,PLN,23500.0
PHP Developer,Square One,2025-01-13,18000-22000pln,"['Fully remote', 'PHP', 'SQL', 'Symfony']",https://justjoin.it/job-offer/square-one-php-developer-warszawa-php-76e7f35d,18000.0,22000.0,PLN,20000.0
"Principal Software Engineer (AI/ ML- Python, JAVA) (m/f/x)",HERE Technologies,2025-01-13,25000-38000pln,"['Fully remote', 'Java', 'Machine Learning', 'C++']",https://justjoin.it/job-offer/here-technologies-principal-software-engineer-ai-ml--python-java-m-f-x--krakow-data,25000.0,38000.0,PLN,31500.0
"Principal Software Engineer (AI/ ML- Python, JAVA) (m/f/x)",HERE Technologies,2025-01-13,25000-38000pln,"['Fully remote', 'Python', 'C++', 'AI']",https://justjoin.it/job-offer/here-technologies-principal-software-engineer-ai-ml--python-java-m-f-x--krakow-java,25000.0,38000.0,PLN,31500.0
"Principal Software Engineer (AI/ ML- Python, JAVA) (m/f/x)",HERE Technologies,2025-01-13,25000-38000pln,"['Fully remote', 'Python', 'C++', 'AI']",https://justjoin.it/job-offer/here-technologies-principal-software-engineer-ai-ml--python-java-m-f-x--krakow-python,25000.0,38000.0,PLN,31500.0
"Senior Fullstack Developer (.NET, React)",Directio,2025-01-13,25000-29000pln,"['Fully remote', '.Net', 'React', 'Azure']",https://justjoin.it/job-offer/directio-senior-fullstack-developer-net-react--warszawa-net,25000.0,29000.0,PLN,27000.0
Image Analysis Software Engineer,ITFS,2025-01-13,21800-24200pln,"['Fully remote', 'Cloud', 'Python', 'GitLab']",https://justjoin.it/job-offer/itfs-image-analysis-software-engineer-warszawa-python,21800.0,24200.0,PLN,23000.0
Senior GoLang Developer,Transition Technologies PSC,2025-01-13,100-180pln,"['Fully remote', 'Golang']",https://justjoin.it/job-offer/transition-technologies-psc-senior-golang-developer-lodz-go,100.0,180.0,PLN,140.0
Fullstack Developer (TypeScript & JavaScript),Relout,2025-01-13,12000-22000pln,"['Fully remote', 'JavaScript', 'TypeScript', 'Node.js']",https://justjoin.it/job-offer/relout-fullstack-developer-typescript-javascript--warszawa-javascript,12000.0,22000.0,PLN,17000.0
Integration Team Lead / Manager,emagine Polska,2025-01-13,25000-31000pln,"['Git', 'Team Leadership', 'IBM App Connect Enterprise']",https://justjoin.it/job-offer/emagine-polska-integration-team-lead-manager-warszawa-pm,25000.0,31000.0,PLN,28000.0
SAP BTP UI5 Developer,emagine Polska,2025-01-13,21503-32254pln,"['Fully remote', 'sap ui5', 'workflows']",https://justjoin.it/job-offer/emagine-polska-sap-btp-ui5-developer-warszawa-other,21503.0,32254.0,PLN,26878.5
Senior DataStage Developer,Jit Team,2025-01-13,20000-24000pln,"['IBM', 'Microsoft SQL', 'Data']",https://justjoin.it/job-offer/jit-team-senior-datastage-developer-warszawa-data,20000.0,24000.0,PLN,22000.0
C#/C++ Metrology Software Developer,Carl Zeiss IQS Software R&D Center Sp. z o.o.,2025-01-13,12000-17500pln,"['C#', 'Clean Code', 'CUDA']",https://justjoin.it/job-offer/carl-zeiss-iqs-software-r-d-center-sp-z-o-o--c-c-metrology-software-developer-slupsk-c,12000.0,17500.0,PLN,14750.0
Java Developer,ITFS,2025-01-13,15120-17472pln,"['Spring', 'Java']",https://justjoin.it/job-offer/itfs-java-developer-poznan-java,15120.0,17472.0,PLN,16296.0
Senior Full-Stack Engineer,N-iX,2025-01-13,19224-25410pln,"['Fully remote', 'React', 'Java']",https://justjoin.it/job-offer/n-ix-senior-full-stack-engineer-krakow-java,19224.0,25410.0,PLN,22317.0
Full Stack Developer,ITDS,2025-01-13,21000-26880pln,"['.NET C#', 'MS SQL Server', 'BDD']",https://justjoin.it/job-offer/itds-full-stack-developer-krakow-net,21000.0,26880.0,PLN,23940.0
Fullstack Magento Development Lead,Xebia sp. z o.o.,2025-01-13,14000-23000pln,"['Fully remote', 'PHP', 'Magento 2', 'AWS']",https://justjoin.it/job-offer/xebia-sp-z-o-o--fullstack-magento-development-lead-rzeszow-php,14000.0,23000.0,PLN,18500.0
Mid .NET Developer,Jit Team,2025-01-13,17100-25200pln,"['REST API', 'Entity Framework', 'Azure Services']",https://justjoin.it/job-offer/jit-team-mid-net-developer-gdynia-net,17100.0,25200.0,PLN,21150.0
Salesforce Customer Support,Link Group,2025-01-13,14000-18000pln,"['Fully remote', 'Customer Support', 'English', 'Salesforce']",https://justjoin.it/job-offer/link-group-salesforce-customer-support-warszawa-erp,14000.0,18000.0,PLN,16000.0
Web Designer (E-commerce),E Net Production Sp. z o.o.,2025-01-13,8000-12000pln,"['Fully remote', 'Figma', 'Adobe CC']",https://justjoin.it/job-offer/e-net-production-sp-z-o-o--web-designer-e-commerce--katowice-other,8000.0,12000.0,PLN,10000.0
Scrum Master,E Net Production Sp. z o.o.,2025-01-06,10000-15000pln,"['Fully remote', 'Communication Skills', 'Scrum', 'Agile']",https://justjoin.it/job-offer/e-net-production-sp-z-o-o--scrum-master-katowice-pm-1851cc81,10000.0,15000.0,PLN,12500.0
PHP Developer,E Net Production Sp. z o.o.,2025-01-06,12000-18000pln,"['Fully remote', 'MySQL', 'PHP', 'Docker']",https://justjoin.it/job-offer/e-net-production-sp-z-o-o--php-developer-katowice-php-fc887eef,12000.0,18000.0,PLN,15000.0
Senior IT Project Manager (Infrastructure),Link Group,2025-01-13,15000-25000pln,"['Project Management', 'Cloud', 'Network Administration']",https://justjoin.it/job-offer/link-group-senior-it-project-manager-infrastructure--wroclaw-pm,15000.0,25000.0,PLN,20000.0
Game Developer,CrustLab,2025-01-13,10080-14280pln,"['Fully remote', 'OOP', 'JavaScript', 'Git']",https://justjoin.it/job-offer/crustlab-game-developer-krakow-game-702bddcd,10080.0,14280.0,PLN,12180.0
Senior React Developer,Momentum,2025-01-16,16000-20000pln,"['Fully remote', 'JavaScript', 'React', 'HTML']",https://justjoin.it/job-offer/momentum-senior-react-developer-wroclaw-javascript,16000.0,20000.0,PLN,18000.0
Frontend Developer,Harvey Nash Technology,2025-01-20,23500-33500pln,"['React', 'JavaScript', 'TypeScript']",https://justjoin.it/job-offer/harvey-nash-technology-frontend-developer-warszawa-javascript,23500.0,33500.0,PLN,28500.0
Fullstack (Angular 80%/ Java 20%) Dev,Crestt,2025-01-20,20160-22680pln,"['Fully remote', 'Angular', 'JavaScript', 'TypeScript']",https://justjoin.it/job-offer/crestt-fullstack-angular-80-java-20-dev-warszawa-javascript,20160.0,22680.0,PLN,21420.0
(Cybersecurity) Senior Project Manager,ITDS,2025-01-20,21000-25000pln,"['Confluence', 'Jira', 'Englsh']",https://justjoin.it/job-offer/itds--cybersecurity-senior-project-manager-krakow-pm,21000.0,25000.0,PLN,23000.0
Senior Front-end Developer (React.js) - Banking,ITDS,2025-01-20,22000-29400pln,"['TypeScript', 'JavaScript', 'React.JS']",https://justjoin.it/job-offer/itds-senior-front-end-developer-react-js---banking-warszawa-javascript,22000.0,29400.0,PLN,25700.0
Junior Frontend Developer,"Grupa eSprzedaż, Netgraf",2025-01-20,4000-8000pln,"['Fully remote', 'Git', 'HTML/CSS/SASS', 'JS/jQuery']",https://justjoin.it/job-offer/netgraf-junior-frontend-developer-warszawa,4000.0,8000.0,PLN,6000.0
Programista C#,Optimakers,2025-01-20,6000-12000pln,"['Fully remote', 'ASP.NET', 'Razor', 'jQuery']",https://justjoin.it/job-offer/optimakers-programista-c--bydgoszcz-net-85af7cbd,6000.0,12000.0,PLN,9000.0
Senior Full-Stack Engineer,Clarksons,2025-01-20,24000-27000pln,"['Fully remote', '.NET C#', '.NET Core', 'TypeScript']",https://justjoin.it/job-offer/clarksons-senior-full-stack-engineer---we-re-building-a-new-team-poznan-net,24000.0,27000.0,PLN,25500.0
Remote FullStack Developer,Montrose Software( Polska) Sp.z.o.o,2025-01-20,13370-21400pln,"['Fully remote', 'Git', 'AWS', 'SVN']",https://justjoin.it/job-offer/montrose-software-polska-sp-z-o-o-remote-fullstack-developer-krakow-javascript-e1e3d2cb,13370.0,21400.0,PLN,17385.0
Lead Backend Engineer (Senior II),Sea,2025-01-20,28000-32000pln,"['Fully remote', '.Net', 'Redis', 'Mentoring']",https://justjoin.it/job-offer/sea-lead-backend-engineer-senior-ii--poznan-net,28000.0,32000.0,PLN,30000.0
