Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link,Wynagrodzenie_min,Wynagrodzenie_max,Waluta,Wynagrodzenie_avg
Młodszy Informatyk,Bank Pocztowy S.A.,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-informatyk-bydgoszcz-jagiellonska-17,oferta,1003778977?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
SAP WM Consultant,Arvato,2025-01-06,Brakwynagrodzenia,['SAP S/4 HANA'],"https://www.pracuj.pl/praca/sap-wm-consultant-poznan-wierzbiecice-1b,oferta,1003778967?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Brak tytułu,Asseco Poland S.A.,2025-01-06,Brakwynagrodzenia,"['Kubernetes', 'CI/CD', 'Linux']",Brak linku,,,PLN,
Brak tytułu,STERNEL sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['C', 'C#', 'C++']",Brak linku,,,PLN,
IT Business Analyst - Private Capital,BNP Paribas S.A. Branch Poland,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/it-business-analyst-private-capital-krakow,oferta,1003803636?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Młodszy specjalista ds. wsparcia systemowego,Maspex,2025-01-06,Brakwynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-systemowego-wadowice-fryderyka-chopina-10,oferta,1003782791?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
(Junior) Process Architect – Employee Lifecycle Management Competence Center,Lufthansa Group Business Services Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-process-architect-employee-lifecycle-management-competence-center-krakow-wadowicka-3b,oferta,1003803556?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
SOC Analyst,ZOOLA TECH POLAND sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['New Relic', 'Splunk', 'Jira', 'Confluence', 'Slack', 'PagerDuty', 'ServiceNow']","https://www.pracuj.pl/praca/soc-analyst-wroclaw-mosiezna-23,oferta,1003809817?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
CFO/RISK – ICH Europe Internship Program (She/He/They),Accenture Intelligent Consulting Hub Europe,2025-01-06,Brakwynagrodzenia,['Mathematics'],"https://www.pracuj.pl/praca/cfo-risk-ich-europe-internship-program-she-he-they-warszawa,oferta,1003790210?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Specjalista ds. inwentaryzacji,APART Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-inwentaryzacji-suchy-las-pow-poznanski,oferta,1003812197?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Programista/-ka,Wielkopolska Akademia Nauki i Rozwoju Sp. z o.o. Sp.k.,2025-01-06,Brakwynagrodzenia,"['TypeScript', 'JavaScript', 'Node.js', 'Python', 'Flask']","https://www.pracuj.pl/praca/programista-ka-poznan-grochowska-35,oferta,1003805639?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Wdrożeniowiec systemów informatycznych,REKORD SI Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['SQL', 'PostgreSQL', 'Firebird']","https://www.pracuj.pl/praca/wdrozeniowiec-systemow-informatycznych-bielsko-biala-jana-kasprowicza-5,oferta,1003782338?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Junior UI Developer,Acturis Poland Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['HTML', 'CSS', 'Java']","https://www.pracuj.pl/praca/junior-ui-developer-wroclaw-legnicka-48f,oferta,1003800103?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Junior DevOps Engineer (with German),Rite NRG sp. z o.o.,2025-01-06,14000–21840,"['SQL', 'Apache Tomcat', 'Python', 'PowerShell', 'Bash', 'Windows', 'Windows Server', 'Office', 'Linux']","https://www.pracuj.pl/praca/junior-devops-engineer-with-german-wroclaw-ksawerego-liskego-7,oferta,1003792091?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",14000.0,21840.0,PLN,17920.0
Junior Support Engineer - Tax Technology,KPMG,2025-01-06,Brakwynagrodzenia,['Azure'],"https://www.pracuj.pl/praca/junior-support-engineer-tax-technology-warszawa-inflancka-4a,oferta,1003792040?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Brak tytułu,Atinea Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['C', 'C++', 'Python']",Brak linku,,,PLN,
Junior Finance Systems Analyst (Dentons Business Services EMEA),Dentons Business Services EMEA,2025-01-06,Brakwynagrodzenia,"['T-SQL', 'SQL']","https://www.pracuj.pl/praca/junior-finance-systems-analyst-dentons-business-services-emea-warszawa-aleja-jana-pawla-ii-27,oferta,1003805186?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Internship – TV Apps and Services Intern,Samsung R&D Institute Poland,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-tv-apps-and-services-intern-warszawa-plac-europejski-1,oferta,1003777583?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Administrator systemów IT,Consdata S.A.,2025-01-06,Brakwynagrodzenia,"['LAN/WAN', 'TCP/IP', 'Ubuntu']","https://www.pracuj.pl/praca/administrator-systemow-it-poznan,oferta,1003801801?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Systems Engineer,Merit Poland Sp z o. o.,2025-01-06,Brakwynagrodzenia,"['LIN', 'CAN', 'UDS']","https://www.pracuj.pl/praca/systems-engineer-krakow-podole-60,oferta,1003799347?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Stanowisko ds. HelpDesk,CENTRUM INFORMATYKI RESORTU FINANSÓW,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/stanowisko-ds-helpdesk-otwock-jana-matejki-4,oferta,1003777239?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Konsultant finansowy z MS Dynamics 365 F&O,ASTEK Polska,2025-01-06,Brakwynagrodzenia,"['Microsoft Dynamics', 'AX 2012', 'Dynamics 365 F&O']","https://www.pracuj.pl/praca/konsultant-finansowy-z-ms-dynamics-365-f-o-warszawa-aleja-jana-pawla-ii-22,oferta,1003804894?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Junior MAUI Developer,Sii Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"['.NET', 'MAUI', 'C#', 'MVVM']","https://www.pracuj.pl/praca/junior-maui-developer-warszawa-aleja-niepodleglosci-69,oferta,1003789340?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Specjalista ds. cyberbezpieczeństwa,PREBYTES,2025-01-06,Brakwynagrodzenia,"['JavaScript', 'PHP', 'HTML', 'CSS', 'SQL']","https://www.pracuj.pl/praca/specjalista-ds-cyberbezpieczenstwa-rzeszow-jana-twardowskiego-3,oferta,1003791423?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Informatyk,Deftrans Sp. z o.o.,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/informatyk-jedlanka-pow-lukowski,oferta,1003789314?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Asystent / Asystentka zespołu cyberbezpieczeństwa,PREBYTES,2025-01-06,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystent-asystentka-zespolu-cyberbezpieczenstwa-lezajsk-sandomierska-6,oferta,1003791420?s=885d2942&searchId=MTczNjI5Nzk4OTY5NC45MDky",,,PLN,
Młodszy administrator systemów IT,PREBYTES,2025-01-06,Brakwynagrodzenia,"['Linux', 'Windows', 'MacOS', 'iOS']","https://www.pracuj.pl/praca/mlodszy-administrator-systemow-it-lezajsk-sandomierska-6,oferta,1003791421?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Specjalista ds. wsparcia technicznego IT / Helpdesk,PREBYTES,2025-01-06,Brakwynagrodzenia,"['iOS', 'Android']","https://www.pracuj.pl/praca/specjalista-ds-wsparcia-technicznego-it-helpdesk-lezajsk-sandomierska-6,oferta,1003791422?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Junior .NET Developer,THE DOTS CONNECTED sp. z o.o.,2025-01-06,5000–8000złnetto(+VAT)/mies.,"['.NET', 'C#', 'ASP.NET', 'Entity Framework']","https://www.pracuj.pl/praca/junior-net-developer-warszawa,oferta,1003804787?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",5000.0,8000.0,PLN,6500.0
Specjalista ds. Zarządzania Tożsamością i Dostępem (LUX MED Ubezpieczenia),LUX MED Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['SQL', 'Python', 'AWS', 'Linux', 'Confluence', 'Azure DevOps']","https://www.pracuj.pl/praca/specjalista-ds-zarzadzania-tozsamoscia-i-dostepem-lux-med-ubezpieczenia-warszawa-szturmowa-2,oferta,1003798610?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Specjalista ds. Monitorowania Bezpieczeństwa i Analizy Zagrożeń (LUX MED Ubezpieczenia),LUX MED Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['SQL', 'Python', 'AWS', 'Azure Cosmos DB', 'Linux', 'Confluence']","https://www.pracuj.pl/praca/specjalista-ds-monitorowania-bezpieczenstwa-i-analizy-zagrozen-lux-med-ubezpiecz-warszawa-szturmowa-2,oferta,1003798609?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
IT Support Specialist,EndySoft,2025-01-05,8700–12200złnetto(+VAT)/mies.,"['Active Directory', 'ServiceNow', 'JIRA']","https://www.pracuj.pl/praca/it-support-specialist-warszawa,oferta,1003798749?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",8700.0,12200.0,PLN,10450.0
Specjalista IT,ITCenter Sp. z o.o. Sp. k.,2025-01-05,9000–15000złnetto(+VAT)/mies.,"['HA Hyper-V', 'VMWare', 'Azure', 'AWS', 'M365', 'Veeam', 'Linux', 'Active Directory']","https://www.pracuj.pl/praca/specjalista-it-warszawa-ludwika-kondratowicza-37,oferta,1003802513?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",9000.0,15000.0,PLN,12000.0
Młodszy Specjalista ds. Automatyzacji i Robotyzacji Procesów,DAKO Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['Python', 'C#', 'Java', 'SQL']","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-automatyzacji-i-robotyzacji-procesow-nowy-sacz-aleje-pilsudskiego-88,oferta,1003802565?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
SQL Intern,GGS IT Consulting,2025-01-05,4700–5500złbrutto/mies.,"""""","https://www.pracuj.pl/praca/sql-intern-krakow-cystersow-13,oferta,1003802374?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",4700.0,5500.0,PLN,5100.0
Internship - Test Engineer for Test Automation Team,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,"['Jira', 'Confluence', 'Python']","https://www.pracuj.pl/praca/internship-test-engineer-for-test-automation-team-warszawa-plac-europejski-1,oferta,1003810957?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Internship - Linux Embedded Intern in Automotive Team,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,"['C', 'C++', 'Linux', 'Android', 'Git']","https://www.pracuj.pl/praca/internship-linux-embedded-intern-in-automotive-team-warszawa-plac-europejski-1,oferta,1003810961?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Internship - Mobile Devices Tester,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,['MS Office'],"https://www.pracuj.pl/praca/internship-mobile-devices-tester-warszawa-plac-europejski-1,oferta,1003810956?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Internship - Automotive Software Tester with Python,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,['Git'],"https://www.pracuj.pl/praca/internship-automotive-software-tester-with-python-warszawa-plac-europejski-1,oferta,1003810960?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Specjalista Wsparcia IT,BALTIC HUB CONTAINER TERMINAL sp. z o. o.,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-wsparcia-it-gdansk-kontenerowa-7,oferta,1003810703?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
2025 Customer Engineering Summer Intern,Equinix,2025-01-05,Brakwynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/2025-customer-engineering-summer-intern-warszawa-plac-europejski-1,oferta,1003810690?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Junior QA Specialist,MASTERBORN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-05,5000–8000,"['SQL', 'Jira', 'DevTools', 'API']","https://www.pracuj.pl/praca/junior-qa-specialist-wroclaw-krupnicza-13,oferta,1003785852?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",5000.0,8000.0,PLN,6500.0
Młodszy Administrator Systemów IT,GATES POLSKA Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['Windows Server', 'Active Directory']","https://www.pracuj.pl/praca/mlodszy-administrator-systemow-it-legnica-jaworzynska-301,oferta,1003781273?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Analityk Biznesowy IT,ITligent Group Sp. z o.o.,2025-01-05,14000–16000złnetto(+VAT)/mies.,"['Enterprise Architect', 'UML', 'BPMN']","https://www.pracuj.pl/praca/analityk-biznesowy-it-warszawa-karola-szajnochy-5,oferta,1003785762?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",14000.0,16000.0,PLN,15000.0
Junior Software Engineer (Embedded),Adtran,2025-01-05,10000–13000złbrutto/mies.,"['C', 'C++', 'Linux']","https://www.pracuj.pl/praca/junior-software-engineer-embedded-gdynia-luzycka-8c,oferta,1003797895?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",10000.0,13000.0,PLN,11500.0
Program Stażowy Magenta Start - SOC L1,T-Mobile,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/program-stazowy-magenta-start-soc-l1-warszawa-marynarska-12,oferta,1003781095?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Engagement Manager,ITDS Polska Sp. z o.o.,2025-01-05,15000–22000,"['Microsoft Office', 'Adobe Creative Suite', 'Adobe Premiere']","https://www.pracuj.pl/praca/engagement-manager-krakow,oferta,1003790759?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",15000.0,22000.0,PLN,18500.0
Menedżer Produktu Cyfrowego,Millennium Goodie Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['Jira', 'Confluence', 'Mural', 'Google Analytics', 'Firebase', 'HotJar', 'AppsFlyer']","https://www.pracuj.pl/praca/menedzer-produktu-cyfrowego-warszawa-stanislawa-zaryna-2a,oferta,1003788708?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
SAP Advanced User - Specjalistka/Specjalista ds. Programów Magazynowych,Żabka Polska,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/sap-advanced-user-specjalistka-specjalista-ds-programow-magazynowych-malopole-pow-wolominski-graniczna-20a,oferta,1003807729?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Specjalista / Specjalistka ds. Testów,Sygnity S.A.,2025-01-05,Brakwynagrodzenia,"['SQL', 'Jira', 'Confluence']","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-testow-warszawa-postepu-17b,oferta,1003807681?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Młodszy Programista,MAP solutions Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['MS Visual Studio', 'C#', 'MS SQL']","https://www.pracuj.pl/praca/mlodszy-programista-legionowo,oferta,1003807649?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Asystentka / Asystent ds. Helpdesk IT,Grupa Cichy-Zasada sp. z o.o. sp. j.,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystentka-asystent-ds-helpdesk-it-wysogotowo-pow-poznanski-wierzbowa-84,oferta,1003780678?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Specjalista Service desk,LOTTOMERKURY sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['Jira', 'Active Directory']","https://www.pracuj.pl/praca/specjalista-service-desk-warszawa-grochowska-278,oferta,1003809936?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Konsultant SAP SD/MM,IT CONNECT Sp. z o.o. Sp. k.,2025-01-05,Brakwynagrodzenia,"['SAP SD', 'SAP MM']","https://www.pracuj.pl/praca/konsultant-sap-sd-mm-warszawa,oferta,1003788190?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Intern in Group Structure Master Data Team,Eurofins GSC Poland Sp. z o. o.,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/intern-in-group-structure-master-data-team-katowice,oferta,1003780585?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Junior ServiceNow Developer,StoneX Financial LTD Sp. z o.o. Oddział w Polsce,2025-01-05,Brakwynagrodzenia,"['JavaScript', 'HTML', 'CSS']","https://www.pracuj.pl/praca/junior-servicenow-developer-krakow-mogilska-35,oferta,1003784907?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Brak tytułu,Bergman Engineering Sp. z o.o.,2025-01-05,Brakwynagrodzenia,"['Jira', 'Confluence']",Brak linku,,,PLN,
Desktop Support Engineer,Sharp Brains,2025-01-05,8000–12000,"['Active Directory', 'Jira']","https://www.pracuj.pl/praca/desktop-support-engineer-gdansk-marynarki-polskiej-163,oferta,1003790128?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",8000.0,12000.0,PLN,10000.0
Marketing Automation Intern,5 BONSAI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-05,Brakwynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/marketing-automation-intern-warszawa-konstruktorska-12,oferta,1003787805?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Brak tytułu,KPMG,2025-01-05,Brakwynagrodzenia,"['Python', 'PyTorch', 'Huggingface']",Brak linku,,,PLN,
Junior Shopify Developer,Sintra Consulting Poland,2025-01-05,6000–9000złnetto(+VAT)/mies.,"['HTML', 'CSS', 'SQL', 'JavaScript', 'PHP', 'jQuery', 'Backbone.js', 'Foundation', 'Bootstrap']","https://www.pracuj.pl/praca/junior-shopify-developer-rzeszow-stroma-16,oferta,1003775318?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",6000.0,9000.0,PLN,7500.0
Technical Support Agent with Portugese & English,HCL Poland,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/technical-support-agent-with-portugese-english-wroclaw,oferta,1003807193?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Internship - LTE/5G Mobile Telecommunication Intern,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-lte-5g-mobile-telecommunication-intern-warszawa-plac-europejski-1,oferta,1003775132?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Inżynier Danych SQL & Power BI,POLENERGIA S.A.,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/inzynier-danych-sql-power-bi-warszawa-krucza-24-26,oferta,1003807177?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Młodszy Informatyk / HelpDesk,Climamedic Sp. z o.o. Sp. k.,2025-01-05,Brakwynagrodzenia,"['Windows Server', 'Active Directory']","https://www.pracuj.pl/praca/mlodszy-informatyk-helpdesk-reguly-pow-pruszkowski-stanislawa-bodycha-73a,oferta,1003787372?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Paid Spring Internship - .Net/Testing,Aspire Systems Poland,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/paid-spring-internship-net-testing-gdansk-aleja-grunwaldzka-472c,oferta,1003796123?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Praktykant / Praktykantka - IT,SENSORBITE PROSTA S.A.,2025-01-05,Brakwynagrodzenia,"['GIS', 'QGIS']","https://www.pracuj.pl/praca/praktykant-praktykantka-it-warszawa,oferta,1003787078?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Junior IT Administrator,Atlanta Poland S.A.,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-administrator-gdansk-zalogowa-17,oferta,1003807008?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Junior Tester in QA Team,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-tester-in-qa-team-warszawa-plac-europejski-1,oferta,1003808895?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
"Software Engineer - Infrastructure, Commerce",Google,2025-01-05,Brakwynagrodzenia,['SQL'],"https://www.pracuj.pl/praca/software-engineer-infrastructure-commerce-warszawa-emilii-plater-53,oferta,1003789463?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Młodszy Administrator systemu SAP moduł SD,Grupa Maspex,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-systemu-sap-modul-sd-wadowice,oferta,1003786927?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Software Engineer II - Buyable Corpus Software Engineering,Google,2025-01-05,Brakwynagrodzenia,"['Python', 'C', 'C++', 'Java', 'JavaScript']","https://www.pracuj.pl/praca/software-engineer-ii-buyable-corpus-software-engineering-warszawa-emilii-plater-53,oferta,1003789430?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Technical Support Agent with Dutch & English,HCL Poland,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/technical-support-agent-with-dutch-english-wroclaw,oferta,1003806927?s=885d2942&searchId=MTczNjI5ODAwNTczOS4wNjg4",,,PLN,
Internship – Mobile Security Intern,Samsung R&D Institute Poland,2025-01-05,Brakwynagrodzenia,"['C', 'C++']","https://www.pracuj.pl/praca/internship-mobile-security-intern-warszawa-plac-europejski-1,oferta,1003808711?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Młodszy Specjalista / Młodsza Specjalistka ds. Wsparcia Użytkownika,Unum Życie TUiR S.A.,2025-01-05,Brakwynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-uzytkownika-warszawa-lucka-9,oferta,1003779557?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Brak tytułu,B2B.NET S.A.,2025-01-05,Brakwynagrodzenia,['SailPoint IIQ'],Brak linku,,,PLN,
"Software Engineer - Early Career, Cloud AI",Google,2025-01-05,Brakwynagrodzenia,"['Python', 'C', 'C++', 'Java', 'JavaScript']","https://www.pracuj.pl/praca/software-engineer-early-career-cloud-ai-warszawa-emilii-plater-53,oferta,1003789372?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Młodszy Administrator SAP Basis,Grupa Maspex,2025-01-05,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-sap-basis-wadowice,oferta,1003786733?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Tester manualny,B2B.NET S.A.,2025-01-05,Brakwynagrodzenia,['Linux'],"https://www.pracuj.pl/praca/tester-manualny-wroclaw-grabarska-2,oferta,1003789320?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Tester manualny,B2B.NET S.A.,2025-01-05,Brakwynagrodzenia,['Linux'],"https://www.pracuj.pl/praca/tester-manualny-wroclaw-grabarska-2,oferta,1003789319?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Cloud Engineer,Reply Polska Sp. z o.o.,2025-01-04,5000–9000złbrutto/mies.,"['Terraform', 'Docker', 'Java', 'Bash', 'AWS', 'Redis', 'Jira', 'Confluence']","https://www.pracuj.pl/praca/junior-cloud-engineer-katowice-wroclawska-54,oferta,1003804267?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,9000.0,PLN,7000.0
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-04,Brakwynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802240?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-04,Brakwynagrodzenia,['SAP'],"https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802249?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Programista,Hogart,2025-01-04,5000–13000,"['C#', 'ASP.NET', 'ASP.NET Core', 'Visual Studio', 'MS SQL Server', 'API (REST/SOAP)', 'MVC', 'WebForms']","https://www.pracuj.pl/praca/programista-warszawa,oferta,1003806586?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,13000.0,PLN,9000.0
Junior IT Consultant,HAVI Logistics Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-consultant-warszawa-marynarska-15,oferta,1003798062?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Group Project Coordinator,Stock Polska Sp. z o.o.,2025-01-04,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/group-project-coordinator-warszawa-czerniakowska-87a,oferta,1003797998?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Junior Data Engineer,PUMANTA sp. z o.o.,2025-01-04,Brakwynagrodzenia,"['SQL', 'Snowflake Data Cloud', 'Oracle', 'Python']","https://www.pracuj.pl/praca/junior-data-engineer-warszawa-szczesliwicka-29,oferta,1003783376?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",,,PLN,
Opiekun Klienta Systemu DMS,ROUNDBYTE sp. z o.o.,2025-01-04,5000–6500,"['Microsoft 365', 'SQL']","https://www.pracuj.pl/praca/opiekun-klienta-systemu-dms-poznan-wroclawska-12,oferta,1003783373?s=885d2942&searchId=MTczNjI5ODAyMjMyNS42NjY=",5000.0,6500.0,PLN,5750.0
